sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,content
159,424,11,190,240,250,46,130,air
160,426,14,192,244,255,47,96,air
163,427,13,189,246,246,47,101,air
168,450,13,189,246,247,42,107,air
161,426,14,189,245,248,45,105,air
160,427,13,188,246,253,51,101,air
163,427,12,192,246,248,29,90,air
161,424,12,191,246,247,37,101,air
160,425,13,189,261,247,48,106,air
161,428,11,182,246,248,46,126,air
162,428,12,191,245,253,45,102,air
160,428,45,190,246,248,44,106,air
162,426,13,191,246,249,43,115,air
163,425,13,190,245,248,45,102,air
164,426,7,190,255,248,45,102,air
161,427,11,190,246,247,46,103,air
160,426,13,188,247,245,47,103,air
161,429,14,188,244,254,46,103,air
162,426,13,189,244,244,49,102,air
162,421,15,190,247,247,47,102,air
156,428,17,188,248,250,46,102,air
159,420,13,188,247,244,45,102,air
160,433,15,190,247,247,42,102,air
160,423,14,191,246,247,43,101,air
161,425,15,189,249,251,46,108,air
164,426,14,190,243,248,46,106,air
162,425,12,191,246,248,46,103,air
161,425,14,190,246,257,58,103,air
162,426,14,182,245,251,44,118,air
162,426,39,190,266,248,67,101,air
161,418,9,186,244,250,48,103,air
161,433,13,190,246,248,46,101,air
161,427,12,190,246,248,43,105,air
160,422,14,190,246,247,46,105,air
165,424,12,187,245,250,46,134,air
159,417,14,189,247,247,44,101,air
160,426,13,190,250,253,46,102,air
151,425,16,186,246,243,46,101,air
162,421,16,190,244,250,46,103,air
161,421,12,193,246,249,46,110,air
156,424,9,189,247,249,47,101,air
160,423,13,190,249,248,43,101,air
167,428,15,188,245,248,44,101,air
161,424,25,185,245,248,46,101,air
162,425,13,200,244,247,47,101,air
161,425,16,188,246,251,47,106,air
162,432,13,191,248,250,43,101,air
163,424,12,189,256,248,45,102,air
160,421,13,188,268,247,46,101,air
161,426,13,188,247,248,46,101,air
161,425,13,186,245,240,46,100,air
160,424,10,188,240,251,42,100,air
160,424,12,188,243,246,47,99,air
158,425,15,188,246,248,45,101,air
160,422,10,186,248,248,46,105,air
159,424,14,186,235,247,47,112,air
161,424,13,188,248,247,45,89,air
162,424,14,186,245,248,45,101,air
160,414,14,187,247,247,45,101,air
158,421,13,186,245,247,45,101,air
160,422,10,190,239,247,45,100,air
162,422,12,186,245,249,45,102,air
158,423,15,187,243,245,47,101,air
161,423,13,187,245,247,46,105,air
160,422,14,186,245,247,56,101,air
164,422,12,186,256,253,49,101,air
160,423,13,195,243,248,45,100,air
161,421,13,187,244,249,46,122,air
156,421,24,186,248,247,42,102,air
159,418,13,185,244,248,44,101,air
156,419,10,185,245,248,41,101,air
160,421,14,208,245,247,47,100,air
165,421,13,194,245,248,49,92,air
159,422,16,187,247,248,44,100,air
160,419,14,187,244,249,45,102,air
161,421,13,186,245,244,40,101,air
158,420,9,187,248,247,44,101,air
161,417,14,188,245,249,46,102,air
159,420,13,186,247,247,46,110,air
171,423,12,192,245,248,46,100,air
158,430,13,186,243,253,47,103,air
158,419,14,186,244,247,57,103,air
159,417,15,187,258,246,47,117,air
159,445,14,187,239,247,45,102,air
157,420,24,186,247,248,42,105,air
162,421,12,187,256,247,55,101,air
159,416,14,188,245,248,50,102,air
159,420,13,186,246,252,40,96,air
159,418,10,216,249,244,47,101,air
159,419,13,207,243,248,43,99,air
159,420,12,187,246,248,44,100,air
160,420,14,177,245,246,48,133,air
159,419,17,186,243,248,45,101,air
158,419,13,187,245,248,45,99,air
160,416,14,187,244,246,43,102,air
159,437,13,188,245,243,59,97,air
159,417,13,188,245,247,43,101,air
160,419,12,187,246,250,46,100,air
159,418,13,188,245,248,44,101,air
156,419,14,185,244,251,43,99,air
159,419,24,185,246,247,47,103,air
157,415,13,185,245,247,45,100,air
159,418,13,187,254,248,73,100,air
151,418,51,196,243,249,48,100,air
159,413,9,186,265,249,49,104,air
159,418,9,187,244,249,44,100,air
160,416,14,185,247,247,44,103,air
156,418,8,186,247,265,50,113,air
159,407,12,187,244,268,55,100,air
159,416,14,185,253,245,51,101,air
158,412,13,186,245,247,46,100,air
158,416,24,182,245,247,45,100,air
158,417,13,184,244,246,43,99,air
155,416,8,185,245,258,46,96,air
157,414,14,186,245,247,45,100,air
159,417,13,183,246,253,43,100,air
157,414,13,188,242,246,46,100,air
158,421,13,185,246,247,45,100,air
158,431,13,185,240,243,44,100,air
156,418,13,185,256,246,44,100,air
161,412,12,187,244,247,44,98,air
151,417,12,186,244,249,42,99,air
160,415,18,186,244,249,57,99,air
158,416,14,185,245,247,45,99,air
159,417,12,184,241,249,44,102,air
159,416,14,186,243,247,45,113,air
158,414,14,186,244,248,47,102,air
158,417,13,187,244,245,45,103,air
157,414,13,184,245,249,44,99,air
159,417,13,182,267,252,44,99,air
158,418,12,184,252,246,41,99,air
156,413,11,185,243,247,44,101,air
159,411,16,186,244,246,42,99,air
156,419,13,187,244,247,43,100,air
158,416,12,185,244,246,44,97,air
157,416,6,185,244,247,45,100,air
156,414,13,185,243,250,43,100,air
159,416,13,199,244,246,30,99,air
167,416,12,196,244,247,44,99,air
158,414,28,212,244,246,44,107,air
157,416,13,185,244,247,46,98,air
158,416,19,186,244,246,44,103,air
156,416,13,185,248,246,43,100,air
157,414,13,185,243,243,45,100,air
156,416,13,185,242,247,43,97,air
157,412,12,185,244,246,39,98,air
155,415,12,185,244,245,45,105,air
157,412,15,189,235,249,44,98,air
153,411,12,187,245,246,44,99,air
157,419,12,185,245,270,44,102,air
158,418,13,187,246,246,66,99,air
157,411,13,186,244,245,43,135,air
157,414,13,211,244,247,64,108,air
156,414,14,185,243,246,43,98,air
157,409,16,185,245,247,48,126,air
157,436,10,186,265,272,44,99,air
157,409,20,183,243,247,43,103,air
153,415,13,178,243,245,45,99,air
156,412,10,180,244,249,43,102,air
158,411,37,186,245,246,48,99,air
158,413,13,184,244,246,43,104,air
158,406,12,185,243,247,43,130,air
159,414,15,183,242,247,43,100,air
155,413,14,180,245,247,46,99,air
158,413,14,184,244,244,26,99,air
158,412,13,203,245,247,44,100,air
158,417,13,189,242,246,60,99,air
156,415,11,184,243,246,45,99,air
162,414,13,189,251,249,44,99,air
160,413,13,184,244,246,45,103,air
156,429,13,183,242,246,55,98,air
157,408,13,184,243,245,46,100,air
153,404,15,179,244,246,44,94,air
154,413,14,188,243,248,51,101,air
157,412,13,182,239,245,41,98,air
157,408,14,187,242,246,46,99,air
157,411,4,185,244,246,45,99,air
153,412,13,182,243,246,43,97,air
158,409,13,183,242,247,43,108,air
156,410,13,185,254,249,43,99,air
158,408,12,183,252,245,46,103,air
154,412,13,183,243,263,44,97,air
156,412,13,186,243,247,46,100,air
157,409,14,184,242,246,48,99,air
158,409,7,184,240,247,40,99,air
157,411,15,185,244,246,43,99,air
156,410,13,196,243,247,43,99,air
162,412,29,183,246,246,38,100,air
156,409,13,184,259,246,43,100,air
157,411,13,182,243,246,41,97,air
158,408,13,183,243,246,45,98,air
156,411,14,184,245,245,43,98,air
156,410,15,182,243,242,45,106,air
157,428,12,182,244,246,47,106,air
157,413,13,171,243,246,49,98,air
155,412,12,184,240,247,52,98,air
156,408,13,179,244,246,43,100,air
147,410,15,186,243,245,44,93,air
156,409,16,187,243,245,43,98,air
156,411,13,183,244,246,46,102,air
157,408,12,182,245,246,43,98,air
159,410,17,185,242,248,42,100,air
155,421,14,187,246,246,44,98,air
156,414,13,184,243,247,39,100,air
154,411,13,183,248,247,40,99,air
168,411,13,185,249,252,42,99,air
147,412,14,182,242,264,44,98,air
149,410,13,181,243,246,44,96,air
166,407,14,186,243,243,42,97,air
156,411,13,184,257,252,43,97,air
156,410,12,183,242,248,40,97,air
157,408,10,183,243,246,38,97,air
157,409,13,181,242,245,42,99,air
159,404,14,182,243,245,59,98,air
154,409,10,183,244,247,42,97,air
155,407,12,182,243,247,71,97,air
156,405,13,182,242,245,42,100,air
150,415,13,182,243,246,40,100,air
155,408,13,183,241,246,45,96,air
155,404,21,181,243,245,40,97,air
154,410,13,182,243,264,44,100,air
158,402,13,184,243,247,60,104,air
157,407,13,181,242,250,43,98,air
154,409,13,182,255,245,46,98,air
154,408,15,181,242,237,43,98,air
157,409,14,181,241,245,42,97,air
156,408,12,182,248,242,43,98,air
156,410,12,182,258,246,42,98,air
151,407,14,203,244,247,62,98,air
159,402,12,179,242,245,42,97,air
154,407,12,183,243,268,43,97,air
176,409,13,182,246,246,43,97,air
153,409,12,182,241,246,37,111,air
156,407,12,182,242,246,44,98,air
158,404,13,181,243,246,43,95,air
156,407,12,202,242,246,43,98,air
155,402,13,181,242,246,35,98,air
156,406,6,181,239,247,40,98,air
151,408,11,181,244,246,42,97,air
156,405,15,190,241,244,43,97,air
155,407,13,180,242,245,39,96,air
163,408,13,181,242,246,47,100,air
155,407,12,180,247,246,45,97,air
157,403,13,182,239,247,43,97,air
155,408,2,209,251,246,41,97,air
156,404,13,182,243,248,44,99,air
152,406,16,177,244,246,42,96,air
157,406,13,181,247,246,42,98,air
155,403,12,182,242,247,42,98,air
180,407,13,180,254,247,41,97,air
165,406,15,180,248,250,42,99,air
155,406,12,179,242,246,42,108,air
155,402,12,181,243,246,42,89,air
151,421,14,180,242,245,44,96,air
154,402,12,182,243,242,40,102,air
153,404,13,177,243,235,63,97,air
161,405,12,181,242,246,44,99,air
154,404,13,182,243,246,41,100,air
155,405,15,180,239,244,42,98,air
155,401,13,180,244,246,42,97,air
155,406,13,171,243,245,37,98,air
154,406,12,183,244,252,43,97,air
147,403,13,182,244,246,36,122,air
165,404,13,180,242,245,49,97,air
155,405,14,181,232,245,55,97,air
155,403,13,180,242,244,44,97,air
155,405,12,179,243,245,41,116,air
156,404,14,180,242,244,42,97,air
154,402,22,180,241,245,43,96,air
152,405,13,176,243,245,43,97,air
162,405,13,181,241,245,45,93,air
152,402,13,180,242,268,51,96,air
157,404,13,181,241,246,41,97,air
154,401,29,180,244,242,52,97,air
155,403,11,179,241,246,42,97,air
152,401,14,180,245,245,42,97,air
157,401,14,176,243,271,42,89,air
153,402,13,175,245,248,42,97,air
155,404,12,180,241,245,42,96,air
154,400,13,181,242,244,41,97,air
154,406,14,181,242,247,41,98,air
154,401,14,180,243,248,42,97,air
155,402,14,181,258,250,41,96,air
153,410,13,179,243,251,45,124,air
154,406,13,180,242,251,42,98,air
154,404,13,181,243,244,42,97,air
155,399,13,180,251,245,41,96,air
154,401,13,180,242,246,42,98,air
155,405,15,182,242,244,41,96,air
154,403,12,181,242,250,65,97,air
155,403,14,180,242,247,41,97,air
156,402,12,180,241,244,53,98,air
151,406,13,183,243,249,43,99,air
154,404,8,180,247,247,42,92,air
155,403,11,179,242,244,38,100,air
154,404,10,180,241,262,41,97,air
155,404,13,181,241,249,34,96,air
155,403,13,178,241,244,42,99,air
154,404,12,177,243,245,40,97,air
164,400,12,180,238,245,67,96,air
153,402,33,178,241,246,40,98,air
149,402,13,181,244,246,41,128,air
155,403,7,180,244,245,41,96,air
154,403,24,181,257,245,41,98,air
153,406,12,179,241,245,42,97,air
155,404,13,181,242,245,43,97,air
156,406,13,178,242,255,40,96,air
152,403,13,180,242,245,69,97,air
154,402,12,179,243,243,42,98,air
152,404,15,191,243,244,42,97,air
149,405,15,179,242,246,42,100,air
154,402,13,176,242,246,41,96,air
155,404,48,180,242,251,36,96,air
153,401,13,181,236,245,41,95,air
155,402,4,177,242,245,41,96,air
153,400,13,181,238,246,41,96,air
153,410,13,180,247,241,46,98,air
150,403,14,181,245,240,41,96,air
154,401,12,180,241,245,41,97,air
154,400,13,180,256,243,42,97,air
154,401,16,181,242,245,48,114,air
157,399,14,180,249,249,42,97,air
151,402,17,180,242,244,42,94,air
153,399,13,179,240,245,41,92,air
153,402,13,180,245,245,41,119,air
154,404,13,179,240,245,44,97,air
153,400,12,179,242,244,53,97,air
153,401,14,176,243,246,42,96,air
154,402,12,180,241,244,41,96,air
155,400,16,179,248,245,32,97,air
152,402,17,180,241,244,43,101,air
155,396,13,180,243,246,41,93,air
155,400,13,180,252,245,41,96,air
154,402,14,177,242,243,40,98,air
153,402,13,178,242,247,43,99,air
161,399,13,178,241,245,46,97,air
154,400,12,178,242,248,41,96,air
153,401,49,179,241,244,42,107,air
157,399,14,175,241,257,41,125,air
154,414,13,174,244,243,41,96,air
150,400,15,179,241,246,40,100,air
153,400,14,181,242,242,41,91,air
153,400,13,178,241,245,41,98,air
154,398,14,177,241,246,41,95,air
154,395,13,179,239,245,41,96,air
149,400,13,179,242,245,28,106,air
154,400,11,181,241,246,41,98,air
155,400,15,179,239,247,41,95,air
155,399,12,180,243,245,40,96,air
150,401,13,179,243,248,40,95,air
153,401,15,179,241,245,41,96,air
154,400,14,178,241,245,40,96,air
153,399,12,178,241,244,40,134,air
153,400,13,181,241,247,42,95,air
154,400,13,178,244,244,44,116,air
153,399,40,171,244,244,40,95,air
152,399,13,179,241,245,40,96,air
154,403,22,179,242,249,41,95,air
153,398,13,179,243,245,42,96,air
151,400,13,179,243,246,36,99,air
150,398,13,176,244,245,40,97,air
154,398,13,179,240,244,43,97,air
152,398,16,178,241,244,42,97,air
152,400,13,179,241,249,38,96,air
151,398,13,179,243,245,40,97,air
157,399,13,178,239,245,40,96,air
153,398,13,179,239,246,41,97,air
151,399,13,180,239,246,40,95,air
152,398,12,179,241,244,41,95,air
153,398,12,177,243,247,40,89,air
142,398,13,174,243,246,42,95,air
153,401,13,177,236,245,41,97,air
151,395,13,179,236,245,39,98,air
152,399,14,179,264,245,41,96,air
152,394,13,179,240,245,41,95,air
153,393,14,178,242,245,40,96,air
150,397,14,171,246,244,39,96,air
155,397,14,178,251,242,41,97,air
151,402,13,177,242,243,41,99,air
153,397,13,179,256,243,39,96,air
177,396,10,179,241,244,41,100,air
155,396,12,178,241,249,30,97,air
152,397,13,179,240,245,44,96,air
151,394,13,179,243,245,41,96,air
155,398,11,178,254,244,40,96,air
153,394,33,178,252,244,41,96,air
152,392,32,178,241,244,40,96,air
153,395,8,176,240,244,43,96,air
151,400,13,183,241,245,40,95,air
154,398,16,178,241,245,40,97,air
153,396,16,178,239,243,40,95,air
152,395,15,178,241,245,40,96,air
153,391,12,176,241,245,40,99,air
161,399,15,178,241,266,40,98,air
152,396,11,177,241,244,42,97,air
151,400,13,178,237,245,40,96,air
152,398,11,178,248,241,39,99,air
148,397,13,179,242,245,42,96,air
155,397,13,178,246,245,59,96,air
150,391,15,177,241,243,40,96,air
151,394,14,181,242,244,42,93,air
151,395,12,178,239,262,41,119,air
150,394,13,176,243,244,41,97,air
151,396,13,179,239,247,42,99,air
150,396,12,177,241,245,40,95,air
151,394,8,178,241,247,40,97,air
150,398,45,176,241,245,37,97,air
153,396,26,177,240,244,41,97,air
152,395,12,178,239,245,39,98,air
153,396,13,178,243,244,40,94,air
152,395,12,179,240,245,39,95,air
150,395,13,177,240,244,41,95,air
154,396,13,178,240,244,40,96,air
147,394,13,180,240,242,40,96,air
144,395,14,182,241,243,40,95,air
156,394,13,180,245,245,40,96,air
148,395,13,177,241,245,40,105,air
152,387,14,177,241,244,38,98,air
151,397,14,178,243,245,40,100,air
151,394,12,167,239,262,39,99,air
153,395,12,185,241,244,40,91,air
152,395,13,173,240,270,43,99,air
153,396,14,178,242,245,39,97,air
151,396,13,177,240,245,41,95,air
151,395,14,178,238,244,39,96,air
149,393,13,178,240,246,39,96,air
151,394,5,176,238,244,40,97,air
151,386,15,177,241,243,39,97,air
151,396,13,177,240,248,39,96,air
149,394,29,179,240,249,40,94,air
154,391,13,177,238,245,45,95,air
151,391,13,191,240,245,40,97,air
151,395,13,176,240,245,31,97,air
155,398,14,176,239,243,41,94,air
151,391,12,173,239,244,39,94,air
150,391,11,175,242,243,41,95,air
153,394,23,176,241,246,40,94,air
153,395,11,176,243,244,47,95,air
150,395,12,176,240,245,49,91,air
151,394,11,176,242,242,40,95,air
152,391,9,173,236,245,39,93,air
145,393,13,176,240,243,61,96,air
154,394,15,175,241,244,40,98,air
170,389,13,180,241,242,39,99,air
151,392,12,176,240,241,40,93,air
151,393,10,176,254,244,39,96,air
150,392,11,175,240,256,40,96,air
149,395,13,172,241,243,61,95,air
152,392,13,176,238,244,39,95,air
152,391,13,176,239,244,40,96,air
151,401,13,182,261,244,39,95,air
151,392,12,175,241,244,40,96,air
150,390,14,177,239,244,40,94,air
151,392,13,176,241,244,40,100,air
151,397,13,175,239,245,41,99,air
151,391,15,191,240,245,40,94,air
147,391,13,175,239,245,36,95,air
153,391,12,174,240,242,39,94,air
152,391,23,177,240,252,39,94,air
151,392,13,175,239,244,40,91,air
151,391,13,177,241,244,40,125,air
152,395,13,179,239,244,42,90,air
153,392,13,175,242,247,41,95,air
151,390,15,172,239,243,45,95,air
155,390,13,176,239,243,40,96,air
151,394,14,175,240,242,39,101,air
151,387,22,173,243,243,42,91,air
150,392,13,176,245,243,40,97,air
150,392,27,176,240,243,35,94,air
151,388,13,174,235,244,39,95,air
151,386,13,176,236,244,42,96,air
150,390,13,176,232,243,40,99,air
151,392,14,175,246,246,39,98,air
151,389,14,177,240,244,39,96,air
152,388,14,176,241,243,39,93,air
142,389,8,176,244,241,39,94,air
150,390,13,176,240,243,39,89,air
147,390,11,177,239,247,39,93,air
152,391,17,176,240,245,41,124,air
141,395,30,176,236,244,37,93,air
141,391,15,176,240,242,48,94,air
151,390,13,176,240,264,39,95,air
153,388,12,176,240,248,37,107,air
151,389,13,176,240,244,36,95,air
151,387,13,179,240,243,39,99,air
151,390,13,184,240,266,40,94,air
150,393,15,176,238,244,48,96,air
149,388,12,176,239,243,40,95,air
151,391,12,176,240,264,39,119,air
151,391,12,176,240,243,38,94,air
152,391,14,177,240,244,39,95,air
150,392,12,176,249,246,55,95,air
148,391,12,187,240,242,39,93,air
152,410,12,177,239,243,40,94,air
150,389,13,176,239,243,36,82,air
150,385,13,175,240,256,40,94,air
150,388,14,178,239,244,38,95,air
152,390,12,175,240,249,39,96,air
145,390,13,178,240,246,40,95,air
149,388,17,172,239,248,42,94,air
150,390,17,178,239,245,40,95,air
153,386,13,177,239,242,35,89,air
148,390,12,175,240,244,42,94,air
151,386,13,180,239,241,41,99,air
151,389,13,176,240,248,39,95,air
149,389,13,173,240,253,40,95,air
151,391,12,176,242,245,39,95,air
150,390,10,175,239,248,38,95,air
151,390,13,174,240,244,39,94,air
150,388,13,173,240,246,38,94,air
150,388,13,175,244,243,35,90,air
150,392,14,178,240,240,38,93,air
150,396,16,173,239,243,65,94,air
162,392,13,176,240,242,38,88,air
151,388,12,178,240,256,39,93,air
151,388,13,172,239,243,58,96,air
151,389,14,173,239,246,38,105,air
149,389,11,175,233,244,37,94,air
150,390,13,174,239,244,37,95,air
145,390,14,176,239,243,39,95,air
151,386,13,174,240,245,58,95,air
147,388,14,178,239,242,40,93,air
152,384,14,202,239,245,38,94,air
150,397,14,177,238,243,38,98,air
147,387,13,175,245,244,38,90,air
148,388,12,175,239,241,37,96,air
150,385,13,168,239,243,40,95,air
150,388,13,179,239,251,44,95,air
154,389,13,174,232,243,38,95,air
148,387,14,174,238,243,42,94,air
147,388,13,174,237,244,38,96,air
150,389,11,178,239,254,40,93,air
150,387,9,175,250,243,39,98,air
149,390,14,175,242,243,40,94,air
150,387,12,171,239,243,39,95,air
150,388,13,174,238,243,37,93,air
168,395,13,169,237,247,39,96,air
141,387,12,175,241,263,39,92,air
149,376,12,169,243,245,38,93,air
150,385,23,174,239,242,39,87,air
150,388,12,174,238,244,39,97,air
148,387,13,173,239,246,38,95,air
151,386,12,179,239,243,38,94,air
148,388,12,167,239,242,39,98,air
151,387,12,175,239,262,38,95,air
149,391,13,174,239,246,35,95,air
158,387,19,175,238,243,39,93,air
150,382,13,175,239,247,42,95,air
149,387,5,174,238,243,38,95,air
151,389,12,168,239,243,40,95,air
148,384,14,174,239,243,36,93,air
150,386,10,174,239,244,42,96,air
148,385,13,174,232,244,38,97,air
149,386,13,185,242,242,38,94,air
148,386,3,173,239,243,38,96,air
150,385,12,173,253,243,37,94,air
147,386,13,181,238,238,39,93,air
150,382,13,174,239,244,38,94,air
157,391,15,169,240,242,40,94,air
150,383,13,175,237,242,37,94,air
149,384,13,174,239,242,38,90,air
149,385,13,177,237,243,38,88,air
148,382,11,175,241,244,38,95,air
147,382,14,175,238,243,28,93,air
142,384,12,175,246,246,40,96,air
147,385,13,178,235,245,37,94,air
149,385,12,175,237,243,39,85,air
149,386,4,173,238,243,40,94,air
149,388,14,173,238,242,42,94,air
148,384,13,174,240,240,39,94,air
144,383,14,172,243,242,38,94,air
149,385,16,178,238,238,38,93,air
150,385,12,175,239,243,35,94,air
150,386,15,177,239,243,38,93,air
144,394,13,175,240,244,39,88,air
148,384,11,174,238,243,37,94,air
149,387,14,175,243,243,38,93,air
147,387,13,174,239,243,37,95,air
147,384,22,173,241,243,43,94,air
150,384,14,176,237,244,38,92,air
149,385,13,175,247,245,38,94,air
150,385,14,170,239,243,37,94,air
152,382,10,175,240,244,37,97,air
146,384,12,173,241,247,37,93,air
149,391,14,174,240,243,32,94,air
148,380,13,174,239,240,44,93,air
149,389,15,174,239,243,30,94,air
150,384,14,173,237,246,34,103,air
148,386,13,175,239,247,39,95,air
150,384,13,171,238,244,38,93,air
149,382,14,174,239,243,38,92,air
148,382,15,175,238,242,37,97,air
150,382,13,173,236,250,38,127,air
149,381,13,173,238,242,38,94,air
149,383,13,173,238,243,37,93,air
147,380,13,174,244,243,37,93,air
149,379,10,175,239,240,38,95,air
150,385,14,174,239,246,51,93,air
151,381,10,183,237,244,38,94,air
149,385,14,173,238,243,37,94,air
148,399,13,172,242,243,39,95,air
164,382,13,174,239,243,37,96,air
148,381,8,173,238,244,38,94,air
150,383,12,174,233,243,38,93,air
147,385,13,171,238,243,41,95,air
148,380,13,173,237,244,42,95,air
149,387,13,173,240,244,36,94,air
460,826,21,651,470,368,220,496,air
460,796,25,651,470,368,221,495,air
455,800,20,649,469,369,221,484,air
458,799,23,646,483,367,241,494,air
453,796,35,644,464,367,218,490,air
455,800,22,647,466,365,219,492,air
455,795,22,641,466,365,218,486,air
452,794,20,643,464,381,216,492,air
455,795,21,640,477,361,216,484,air
451,785,22,638,462,363,205,484,air
450,793,23,639,463,361,215,484,air
450,791,20,636,461,364,214,477,air
449,793,19,635,459,361,214,477,air
448,791,22,632,463,361,218,470,air
451,794,21,639,457,372,214,474,air
445,784,22,639,458,362,235,474,air
448,789,22,627,455,358,209,471,air
446,787,22,627,456,358,211,469,air
441,787,20,629,448,358,207,479,air
442,788,21,628,458,359,212,468,air
444,785,22,615,453,358,211,464,air
440,789,15,626,453,357,208,463,air
444,806,18,624,452,354,206,466,air
437,783,22,623,467,355,210,460,air
444,774,26,620,454,356,214,460,air
438,782,22,621,451,354,207,456,air
438,778,22,618,448,344,206,457,air
443,790,22,617,449,353,208,453,air
439,782,22,619,449,352,204,457,air
433,776,22,611,448,349,206,452,air
436,777,23,615,448,354,202,471,air
432,777,19,621,448,352,203,448,air
430,779,23,613,446,352,204,445,air
432,775,22,611,446,353,204,445,air
428,776,23,612,438,354,202,446,air
429,777,22,613,444,351,202,439,air
424,774,21,607,444,350,198,441,air
430,775,21,609,444,349,201,437,air
430,776,20,605,451,347,201,437,air
428,771,22,597,440,347,201,438,air
426,769,22,605,443,345,199,434,air
427,773,21,600,440,347,206,432,air
427,770,22,602,449,348,224,433,air
428,772,22,602,440,349,213,429,air
428,768,23,595,439,346,198,429,air
422,768,21,599,440,345,197,429,air
422,769,17,602,437,345,196,425,air
421,767,22,595,435,345,196,426,air
420,765,21,595,437,344,199,424,air
422,766,21,599,439,344,196,422,air
419,764,21,595,438,349,202,423,air
418,767,22,592,436,343,198,422,air
420,766,22,590,433,342,196,419,air
421,762,23,591,435,343,195,414,air
419,757,21,600,434,342,196,416,air
417,762,23,590,434,342,183,418,air
419,765,21,588,436,341,193,420,air
415,759,21,585,434,342,192,414,air
416,777,21,588,430,341,192,410,air
416,758,21,586,431,342,192,412,air
417,754,20,583,432,337,192,417,air
414,755,22,582,430,340,192,409,air
416,758,28,584,430,340,193,408,air
411,756,24,584,431,343,190,407,air
413,757,19,583,430,339,190,405,air
412,754,15,580,427,341,191,419,air
413,754,22,583,430,340,190,406,air
412,755,23,578,427,331,186,402,air
408,753,25,578,430,338,189,403,air
412,750,25,584,426,336,189,403,air
411,751,22,575,427,337,182,398,air
414,755,21,576,426,340,189,397,air
410,748,22,575,422,338,188,398,air
411,749,21,574,426,339,186,395,air
408,752,25,572,425,336,191,394,air
409,745,22,573,425,340,198,393,air
407,750,22,570,419,338,185,392,air
408,748,22,570,424,335,186,388,air
407,745,23,574,422,335,188,411,air
406,738,21,568,424,336,185,390,air
405,743,21,567,412,335,185,384,air
412,745,21,568,420,335,183,387,air
406,745,23,566,420,328,185,382,air
423,745,20,565,431,333,185,385,air
401,739,19,572,422,335,184,384,air
405,751,21,565,420,333,185,383,air
407,742,13,560,435,335,185,382,air
399,741,20,563,420,333,183,381,air
403,740,20,562,421,332,183,382,air
403,730,30,563,420,330,183,379,air
403,739,13,566,423,332,185,373,air
402,738,22,557,420,332,184,377,air
402,739,22,558,418,330,182,375,air
413,737,21,559,417,332,181,372,air
400,737,23,557,415,331,181,374,air
400,736,33,557,417,332,181,374,air
402,737,15,557,417,333,180,383,air
403,735,20,554,416,329,179,373,air
398,735,22,553,418,330,176,371,air
397,734,21,557,408,329,181,370,air
407,732,17,552,417,329,175,371,air
399,733,27,552,417,330,179,367,air
393,733,20,566,418,329,180,363,air
396,732,19,551,417,325,179,364,air
396,731,21,553,417,329,178,392,air
394,730,21,540,415,330,179,360,air
394,730,21,546,414,331,178,360,air
406,737,21,548,412,329,183,361,air
394,728,23,545,412,330,178,362,air
394,733,16,547,412,331,178,360,air
393,731,22,550,414,329,176,361,air
395,727,23,543,412,329,182,359,air
393,723,22,544,416,327,176,360,air
395,728,22,544,411,322,175,354,air
392,726,23,541,410,325,177,356,air
390,723,22,541,416,323,176,353,air
389,726,20,555,406,328,178,353,air
390,723,24,547,411,327,176,352,air
390,721,21,539,409,328,181,352,air
389,717,22,540,413,324,177,350,air
390,722,21,537,408,325,176,348,air
388,722,21,538,408,346,176,348,air
389,721,21,533,409,324,174,348,air
386,722,22,536,399,325,173,348,air
385,722,18,535,407,322,173,347,air
387,718,21,534,407,325,172,345,air
385,716,20,535,408,325,194,344,air
386,718,22,534,408,323,174,343,air
386,718,20,542,406,321,159,342,air
387,717,20,531,410,323,179,340,air
374,716,19,532,407,323,175,340,air
387,713,22,527,405,337,174,340,air
385,712,22,530,404,323,173,340,air
381,715,21,530,405,311,173,342,air
385,714,21,529,404,322,169,336,air
383,713,22,528,403,322,171,334,air
383,712,20,528,404,321,171,340,air
385,716,20,536,403,321,183,335,air
391,714,21,516,425,322,171,334,air
381,709,23,523,406,325,168,333,air
381,712,21,522,403,321,170,333,air
383,710,23,524,404,321,170,330,air
405,711,21,523,404,321,170,331,air
380,710,20,521,401,320,196,334,air
377,711,21,527,402,319,170,321,air
381,708,21,521,411,337,168,330,air
380,706,29,520,401,318,169,328,air
380,707,21,521,401,320,168,328,air
383,706,22,520,399,322,169,327,air
377,705,57,520,400,319,169,326,air
379,707,21,520,419,319,170,326,air
376,706,22,518,399,319,167,324,air
377,704,27,518,391,319,168,324,air
377,706,21,520,398,323,169,316,air
369,702,21,515,398,318,166,323,air
375,703,22,518,399,319,166,325,air
377,698,25,525,398,319,163,321,air
373,702,20,515,398,318,167,319,air
374,703,20,514,398,320,165,319,air
374,716,18,508,397,315,173,314,air
374,703,22,519,397,318,188,317,air
374,702,21,513,397,317,165,319,air
373,701,21,512,400,318,165,317,air
372,699,21,514,398,317,168,320,air
372,699,20,512,396,316,166,327,air
371,697,21,516,401,318,165,304,air
372,699,23,509,395,317,171,314,air
373,699,23,507,392,317,166,310,air
